Group_ID,File_Name,Full_Path,Parent_Directory,Size_Bytes,Size_Human,File_Count_In_Group,Total_Group_Size_Bytes,Total_Group_Size_Human,Potential_Savings_Bytes,Potential_Savings_Human,Keep_File,Action
46,Elions Divine Quest Unveiling Secrets - In the Ethereal 2.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/Elions Divine Quest Unveiling Secrets - In the Ethereal 2.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,1154598,1.10MB,2,2309196,2.20MB,1154598,1.10MB,NO,DELETE (if identical)
47,this_one.md,/Users/steven/AVATARARTS/ai-ml-notes/this_one.md,/Users/steven/AVATARARTS/ai-ml-notes,1139758,1.09MB,2,2279516,2.17MB,0,0B,YES,KEEP
47,this-is-one-of-the-csvbs.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/this-is-one-of-the-csvbs.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,1139758,1.09MB,2,2279516,2.17MB,1139758,1.09MB,NO,DELETE (if identical)
48,06 - Elion's Divine Quest Unveiling Secrets - In the Heart Of.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/06 - Elion's Divine Quest Unveiling Secrets - In the Heart Of.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,1114658,1.06MB,2,2229316,2.13MB,0,0B,YES,KEEP
48,Elion's Divine Quest Unveiling Secrets - In the Heart Of.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/Elion's Divine Quest Unveiling Secrets - In the Heart Of.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,1114658,1.06MB,2,2229316,2.13MB,1114658,1.06MB,NO,DELETE (if identical)
49,Trashcats.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/Trashcats.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,1085629,1.04MB,2,2171258,2.07MB,0,0B,YES,KEEP
49,trashcats_junkyard_kings_album_cover.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/trashcats_junkyard_kings_album_cover.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,1085629,1.04MB,2,2171258,2.07MB,1085629,1.04MB,NO,DELETE (if identical)
50,OpossumRock.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/OpossumRock.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,985708,962.61KB,2,1971416,1.88MB,0,0B,YES,KEEP
50,opossum_rockstar_nocturne_melodies.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/opossum_rockstar_nocturne_melodies.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,985708,962.61KB,2,1971416,1.88MB,985708,962.61KB,NO,DELETE (if identical)
51,MoonlitCats.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/MoonlitCats.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,971489,948.72KB,2,1942978,1.85MB,0,0B,YES,KEEP
51,trashCaTs - Music-8-4.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/trashCaTs - Music-8-4.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,971489,948.72KB,2,1942978,1.85MB,971489,948.72KB,NO,DELETE (if identical)
52,09 - Elion's Divine Quest Unveiling Secrets - He Descended Hi.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/09 - Elion's Divine Quest Unveiling Secrets - He Descended Hi.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,942114,920.03KB,2,1884228,1.80MB,0,0B,YES,KEEP
52,Elion's Divine Quest Unveiling Secrets - He Descended Hi.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/Elion's Divine Quest Unveiling Secrets - He Descended Hi.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,942114,920.03KB,2,1884228,1.80MB,942114,920.03KB,NO,DELETE (if identical)
53,05 - Elion's Divine Quest Unveiling Secrets - With Each Step.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/05 - Elion's Divine Quest Unveiling Secrets - With Each Step.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,930848,909.03KB,2,1861696,1.78MB,0,0B,YES,KEEP
53,Elion's Divine Quest Unveiling Secrets - With Each Step.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/Elion's Divine Quest Unveiling Secrets - With Each Step.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,930848,909.03KB,2,1861696,1.78MB,930848,909.03KB,NO,DELETE (if identical)
54,UrbanCampfire.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/UrbanCampfire.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,897279,876.25KB,2,1794558,1.71MB,0,0B,YES,KEEP
54,trashCaTs - Music-8-5.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/trashCaTs - Music-8-5.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,897279,876.25KB,2,1794558,1.71MB,897279,876.25KB,NO,DELETE (if identical)
55,suno3_20251226135622.html,/Users/steven/Music/nocTurneMeLoDieS/csv/.history/suno3_20251226135622.html,/Users/steven/Music/nocTurneMeLoDieS/csv/.history,890391,869.52KB,2,1780782,1.70MB,0,0B,YES,KEEP
55,suno3.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll/suno3.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll,890391,869.52KB,2,1780782,1.70MB,890391,869.52KB,NO,DELETE (if identical)
56,suno1_20251226133025.html,/Users/steven/Music/nocTurneMeLoDieS/csv/.history/suno1_20251226133025.html,/Users/steven/Music/nocTurneMeLoDieS/csv/.history,819841,800.63KB,2,1639682,1.56MB,0,0B,YES,KEEP
56,suno1.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll/suno1.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll,819841,800.63KB,2,1639682,1.56MB,819841,800.63KB,NO,DELETE (if identical)
57,Adding-content-to-Notion---Claude-2025-12-25.md,/Users/steven/Documents/Obsidian Vault/Chats/Claude/Adding-content-to-Notion---Claude-2025-12-25.md,/Users/steven/Documents/Obsidian Vault/Chats/Claude,807734,788.80KB,2,1615468,1.54MB,0,0B,YES,KEEP
57,Adding-content-to-Notion---Claude-2025-12-25.md,/Users/steven/pythons/MarkD/Adding-content-to-Notion---Claude-2025-12-25.md,/Users/steven/pythons/MarkD,807734,788.80KB,2,1615468,1.54MB,807734,788.80KB,NO,DELETE (if identical)
58,auto-image-bulk-process-bg.pdf,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/auto-image-bulk-process-bg.pdf,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,804026,785.18KB,2,1608052,1.53MB,0,0B,YES,KEEP
58,auto-image-bulk-process-bg.pdf,/Users/steven/GitHub/AvaTarArTs-Suite/docs/guides/auto-image-bulk-process-bg.pdf,/Users/steven/GitHub/AvaTarArTs-Suite/docs/guides,804026,785.18KB,2,1608052,1.53MB,804026,785.18KB,NO,DELETE (if identical)
59,package-lock.json,/Users/steven/AVATARARTS/marketplace/products/hookmark-pro/package-lock.json,/Users/steven/AVATARARTS/marketplace/products/hookmark-pro,797562,778.87KB,2,1595124,1.52MB,0,0B,YES,KEEP
59,package-lock.json,/Users/steven/GitHub/hookmark/package-lock.json,/Users/steven/GitHub/hookmark,797562,778.87KB,2,1595124,1.52MB,797562,778.87KB,NO,DELETE (if identical)
60,MoonlitAlley 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/MoonlitAlley 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,710851,694.19KB,2,1421702,1.36MB,0,0B,YES,KEEP
60,trashCaTs - Music-8-1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/trashCaTs - Music-8-1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,710851,694.19KB,2,1421702,1.36MB,710851,694.19KB,NO,DELETE (if identical)
61,2025 Q4 Deep SEO Trend Analysis tailored for your dual-domain.txt,/Users/steven/Music/nocTurneMeLoDieS/DOCS/analysis/2025 Q4 Deep SEO Trend Analysis tailored for your dual-domain.txt,/Users/steven/Music/nocTurneMeLoDieS/DOCS/analysis,684330,668.29KB,2,1368660,1.31MB,0,0B,YES,KEEP
61,suno-seo-win.txt,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/suno-seo-win.txt,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,684330,668.29KB,2,1368660,1.31MB,684330,668.29KB,NO,DELETE (if identical)
62,13 - Elion's Divine Quest Unveiling Secrets - And So the Tape.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/13 - Elion's Divine Quest Unveiling Secrets - And So the Tape.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,683044,667.04KB,2,1366088,1.30MB,0,0B,YES,KEEP
62,Elion's Divine Quest Unveiling Secrets - And So the Tape.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets/Elion's Divine Quest Unveiling Secrets - And So the Tape.wav,/Users/steven/Music/Aeo-Seo-Podcast-Stories/Elion's Divine Quest Unveiling Secrets,683044,667.04KB,2,1366088,1.30MB,683044,667.04KB,NO,DELETE (if identical)
63,NeonRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NeonRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,660602,645.12KB,2,1321204,1.26MB,0,0B,YES,KEEP
63,trashCaTs - Music-8-3.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/trashCaTs - Music-8-3.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,660602,645.12KB,2,1321204,1.26MB,660602,645.12KB,NO,DELETE (if identical)
64,MoonlitAlley-9UP_s0xnmp.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/MoonlitAlley-9UP_s0xnmp.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,651232,635.97KB,2,1302464,1.24MB,0,0B,YES,KEEP
64,trashCaTs - Music-8.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/trashCaTs - Music-8.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,651232,635.97KB,2,1302464,1.24MB,651232,635.97KB,NO,DELETE (if identical)
65,Ratio-Switch-1.0.0.zxp,/Users/steven/Downloads/PSD EXTENM/ratio-switch-format-change-kit-2023-11-27-05-27-17-utc/Ratio-Switch-1.0.0.zxp,/Users/steven/Downloads/PSD EXTENM/ratio-switch-format-change-kit-2023-11-27-05-27-17-utc,648745,633.54KB,2,1297490,1.24MB,0,0B,YES,KEEP
65,Ratio-Switch-1.0.0.zxp,/Users/steven/Pictures/Adobe/Photoshop-Addon/ratio-switch-format-change-kit-2023-11-27-05-27-17-utc/Ratio-Switch-1.0.0.zxp,/Users/steven/Pictures/Adobe/Photoshop-Addon/ratio-switch-format-change-kit-2023-11-27-05-27-17-utc,648745,633.54KB,2,1297490,1.24MB,648745,633.54KB,NO,DELETE (if identical)
66,NotebookLM FULL COURSE 4 HOURS.md,/Users/steven/Documents/NotebookLM FULL COURSE 4 HOURS.md,/Users/steven/Documents,645396,630.27KB,2,1290792,1.23MB,0,0B,YES,KEEP
66,-suno.md,/Users/steven/Music/nocTurneMeLoDieS/suno-md/-suno.md,/Users/steven/Music/nocTurneMeLoDieS/suno-md,645396,630.27KB,2,1290792,1.23MB,645396,630.27KB,NO,DELETE (if identical)
67,suno-new 1.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll/suno-new 1.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll,607768,593.52KB,2,1215536,1.16MB,0,0B,YES,KEEP
67,suno-new.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll/suno-new.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll,607768,593.52KB,2,1215536,1.16MB,607768,593.52KB,NO,DELETE (if identical)
68,FestiveHelm.png,/Users/steven/Pictures/FestiveHelm.png,/Users/steven/Pictures,585842,572.11KB,2,1171684,1.12MB,0,0B,YES,KEEP
68,SantaHelm.png,/Users/steven/Pictures/SantaHelm.png,/Users/steven/Pictures,585842,572.11KB,2,1171684,1.12MB,585842,572.11KB,NO,DELETE (if identical)
69,Layer-Batch-1.0.1.zxp,/Users/steven/Downloads/PSD EXTENM/layer-batch-processing-kit-2023-11-27-05-35-01-utc/Layer-Batch-1.0.1.zxp,/Users/steven/Downloads/PSD EXTENM/layer-batch-processing-kit-2023-11-27-05-35-01-utc,584837,571.13KB,2,1169674,1.12MB,0,0B,YES,KEEP
69,Layer-Batch-1.0.1.zxp,/Users/steven/Pictures/Adobe/Photoshop-Addon/layer-batch-processing-kit-2023-11-27-05-35-01-utc/Layer-Batch-1.0.1.zxp,/Users/steven/Pictures/Adobe/Photoshop-Addon/layer-batch-processing-kit-2023-11-27-05-35-01-utc,584837,571.13KB,2,1169674,1.12MB,584837,571.13KB,NO,DELETE (if identical)
70,Social Fixer for Facebook.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/Social Fixer for Facebook.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,583658,569.98KB,2,1167316,1.11MB,0,0B,YES,KEEP
70,Social Fixer for Facebook.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/Social Fixer for Facebook.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,583658,569.98KB,2,1167316,1.11MB,583658,569.98KB,NO,DELETE (if identical)
71,RichDadArt.png,/Users/steven/Pictures/RichDadArt.png,/Users/steven/Pictures,366208,357.62KB,3,1098624,1.05MB,0,0B,YES,KEEP
71,RichDadClub.png,/Users/steven/Pictures/RichDadClub.png,/Users/steven/Pictures,366208,357.62KB,3,1098624,1.05MB,732416,715.25KB,NO,DELETE (if identical)
71,RichDadClubDesignTemplate1731484497646.png,/Users/steven/Pictures/etsy/09_mockups_templates/RichDadClubDesignTemplate1731484497646.png,/Users/steven/Pictures/etsy/09_mockups_templates,366208,357.62KB,3,1098624,1.05MB,732416,715.25KB,NO,DELETE (if identical)
72,CyberWarrior.png,/Users/steven/Pictures/CyberWarrior.png,/Users/steven/Pictures,531447,518.99KB,2,1062894,1.01MB,0,0B,YES,KEEP
72,CyborgWarrior.png,/Users/steven/Pictures/CyborgWarrior.png,/Users/steven/Pictures,531447,518.99KB,2,1062894,1.01MB,531447,518.99KB,NO,DELETE (if identical)
73,2_20250104123742.html,/Users/steven/Pictures/ideoGram/ideogram/.history/2_20250104123742.html,/Users/steven/Pictures/ideoGram/ideogram/.history,525704,513.38KB,2,1051408,1.00MB,0,0B,YES,KEEP
73,2.html,/Users/steven/Pictures/ideoGram/ideogram/2.html,/Users/steven/Pictures/ideoGram/ideogram,525704,513.38KB,2,1051408,1.00MB,525704,513.38KB,NO,DELETE (if identical)
74,ideo-private-all-1-2-2025_20250104123309.html,/Users/steven/Pictures/ideoGram/ideogram/.history/ideo-private-all-1-2-2025_20250104123309.html,/Users/steven/Pictures/ideoGram/ideogram/.history,493938,482.36KB,2,987876,964.72KB,0,0B,YES,KEEP
74,ideo-private-all-1-2-2025.html,/Users/steven/Pictures/ideoGram/ideogram/ideo-private-all-1-2-2025.html,/Users/steven/Pictures/ideoGram/ideogram,493938,482.36KB,2,987876,964.72KB,493938,482.36KB,NO,DELETE (if identical)
75,Thanks for the purchase.docx,/Users/steven/Downloads/PSD EXTENM/Thanks for the purchase.docx,/Users/steven/Downloads/PSD EXTENM,450475,439.92KB,2,900950,879.83KB,0,0B,YES,KEEP
75,Thanks for the purchase.docx,/Users/steven/Pictures/Adobe/Photoshop-Addon/Thanks for the purchase.docx,/Users/steven/Pictures/Adobe/Photoshop-Addon,450475,439.92KB,2,900950,879.83KB,450475,439.92KB,NO,DELETE (if identical)
76,tiktok_store.md,/Users/steven/AVATARARTS/ai-ml-notes/tiktok_store.md,/Users/steven/AVATARARTS/ai-ml-notes,447867,437.37KB,2,895734,874.74KB,0,0B,YES,KEEP
76,tiktok-store-branding-and-etsy-analysis.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/tiktok-store-branding-and-etsy-analysis.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,447867,437.37KB,2,895734,874.74KB,447867,437.37KB,NO,DELETE (if identical)
77,suno2_20251226135014.html,/Users/steven/Music/nocTurneMeLoDieS/csv/.history/suno2_20251226135014.html,/Users/steven/Music/nocTurneMeLoDieS/csv/.history,438822,428.54KB,2,877644,857.07KB,0,0B,YES,KEEP
77,suno2.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll/suno2.html,/Users/steven/Music/nocTurneMeLoDieS/suno-htmll,438822,428.54KB,2,877644,857.07KB,438822,428.54KB,NO,DELETE (if identical)
78,motivational 2_set_153_copy_814.txt,/Users/steven/AVATARARTS/Dr_Adu_GainesvillePFS_SEO_Project/01_Project_Files/motivational 2_set_153_copy_814.txt,/Users/steven/AVATARARTS/Dr_Adu_GainesvillePFS_SEO_Project/01_Project_Files,423472,413.55KB,2,846944,827.09KB,0,0B,YES,KEEP
78,motivational.txt,/Users/steven/Music/analysis/motivational.txt,/Users/steven/Music/analysis,423472,413.55KB,2,846944,827.09KB,423472,413.55KB,NO,DELETE (if identical)
79,disco25-black.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files/disco25-black.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files,417226,407.45KB,2,834452,814.89KB,0,0B,YES,KEEP
79,disco25-black.html,/Users/steven/Documents/HTML/disco25-black.html,/Users/steven/Documents/HTML,417226,407.45KB,2,834452,814.89KB,417226,407.45KB,NO,DELETE (if identical)
80,QuickAlign-1-0-1.ccx,/Users/steven/Downloads/PSD EXTENM/quick-align-layer-positioning-made-easy-2023-11-27-05-37-26-utc/QuickAlign-1-0-1.ccx,/Users/steven/Downloads/PSD EXTENM/quick-align-layer-positioning-made-easy-2023-11-27-05-37-26-utc,410705,401.08KB,2,821410,802.16KB,0,0B,YES,KEEP
80,QuickAlign-1-0-1.ccx,/Users/steven/Pictures/Adobe/Photoshop-Addon/quick-align-layer-positioning-made-easy-2023-11-27-05-37-26-utc/QuickAlign-1-0-1.ccx,/Users/steven/Pictures/Adobe/Photoshop-Addon/quick-align-layer-positioning-made-easy-2023-11-27-05-37-26-utc,410705,401.08KB,2,821410,802.16KB,410705,401.08KB,NO,DELETE (if identical)
81,smart_select_1.0.3.ccx,/Users/steven/Downloads/PSD EXTENM/smart-select-complex-layer-selecting-2023-11-27-04-57-48-utc/smart_select_1.0.3.ccx,/Users/steven/Downloads/PSD EXTENM/smart-select-complex-layer-selecting-2023-11-27-04-57-48-utc,398833,389.49KB,2,797666,778.97KB,0,0B,YES,KEEP
81,smart_select_1.0.3.ccx,/Users/steven/Pictures/Adobe/Photoshop-Addon/smart-select-complex-layer-selecting-2023-11-27-04-57-48-utc/smart_select_1.0.3.ccx,/Users/steven/Pictures/Adobe/Photoshop-Addon/smart-select-complex-layer-selecting-2023-11-27-04-57-48-utc,398833,389.49KB,2,797666,778.97KB,398833,389.49KB,NO,DELETE (if identical)
82,AvatarArts Universal AI Platform Extractor Pro.user.js-6fc0f7b8bbf69736f883fe7159c2c202-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/AvatarArts Universal AI Platform Extractor Pro.user.js-6fc0f7b8bbf69736f883fe7159c2c202-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,198689,194.03KB,4,794756,776.13KB,0,0B,YES,KEEP
82,ChatGPT Exporter.user.js-6fc0f7b8bbf69736f883fe7159c2c202-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/ChatGPT Exporter.user.js-6fc0f7b8bbf69736f883fe7159c2c202-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,198689,194.03KB,4,794756,776.13KB,596067,582.10KB,NO,DELETE (if identical)
82,DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version) (1).user.js-575950dc7fd147485b19d061c1829b04-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version) (1).user.js-575950dc7fd147485b19d061c1829b04-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,198689,194.03KB,4,794756,776.13KB,596067,582.10KB,NO,DELETE (if identical)
82,DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version).user.js-575950dc7fd147485b19d061c1829b04-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version).user.js-575950dc7fd147485b19d061c1829b04-html2canvas.min.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,198689,194.03KB,4,794756,776.13KB,596067,582.10KB,NO,DELETE (if identical)
83,HeartbreakAlley-bw3pXiMywi.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/HeartbreakAlley-bw3pXiMywi.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,396558,387.26KB,2,793116,774.53KB,0,0B,YES,KEEP
83,HeartbreakAlley-yQTRoyT2Oc.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/HeartbreakAlley-yQTRoyT2Oc.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,396558,387.26KB,2,793116,774.53KB,396558,387.26KB,NO,DELETE (if identical)
84,SammyRaccoon 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/SammyRaccoon 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,386906,377.84KB,2,773812,755.68KB,0,0B,YES,KEEP
84,SammyRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/SammyRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,386906,377.84KB,2,773812,755.68KB,386906,377.84KB,NO,DELETE (if identical)
85,SadRaccoon 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/SadRaccoon 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,376675,367.85KB,2,753350,735.69KB,0,0B,YES,KEEP
85,SadRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/SadRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,376675,367.85KB,2,753350,735.69KB,376675,367.85KB,NO,DELETE (if identical)
86,HeartbreakAlley 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/HeartbreakAlley 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,368249,359.62KB,2,736498,719.24KB,0,0B,YES,KEEP
86,HeartbreakAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/HeartbreakAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,368249,359.62KB,2,736498,719.24KB,368249,359.62KB,NO,DELETE (if identical)
87,HeartAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/HeartAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,367773,359.15KB,2,735546,718.31KB,0,0B,YES,KEEP
87,HeartbreakAlley-xZ0hIabZ8i.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/HeartbreakAlley-xZ0hIabZ8i.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,367773,359.15KB,2,735546,718.31KB,367773,359.15KB,NO,DELETE (if identical)
88,RaccoonAlley-QDxngMkKrv.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/RaccoonAlley-QDxngMkKrv.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,362356,353.86KB,2,724712,707.73KB,0,0B,YES,KEEP
88,RaccoonAlley-Vogx4_KPvy.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/RaccoonAlley-Vogx4_KPvy.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,362356,353.86KB,2,724712,707.73KB,362356,353.86KB,NO,DELETE (if identical)
89,Final_domain_strategy-table.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Final_domain_strategy-table.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,361135,352.67KB,2,722270,705.34KB,0,0B,YES,KEEP
89,Final_domain_strategy-table.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Final_domain_strategy-table.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,361135,352.67KB,2,722270,705.34KB,361135,352.67KB,NO,DELETE (if identical)
90,trashcat-project-visual-storytelling-plan 2.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/trashcat-project-visual-storytelling-plan 2.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,238886,233.29KB,3,716658,699.86KB,0,0B,YES,KEEP
90,trashcat-project-visual-storytelling-plan 3.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/trashcat-project-visual-storytelling-plan 3.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,238886,233.29KB,3,716658,699.86KB,477772,466.57KB,NO,DELETE (if identical)
