old_path,action,reason,size_mb,similarity
ai-sites/disco/mp3/Folk Song of a Dark Traveler224,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Folk Song of a Dark Traveler224 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow (Remix)259,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow (Remix)259 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-059,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-059 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered x2) (2),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered x2) (2) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/🎵 Petals in the Dark301,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/🎵 Petals in the Dark301 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)317,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)317 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs246,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs246 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304 (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)319,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)319 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Remusic AI Echoes of Love,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Remusic AI Echoes of Love (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)319,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)319 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/witched Road (Remix)337,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/witched Road (Remix)337 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity300,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity300 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity309,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity309 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night314,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night314 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Powerful154,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Powerful154 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Broken Hearts and Rugged Roads,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Broken Hearts and Rugged Roads (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)318,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)318 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow245,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow245 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs249,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs249 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Dumpster Brew,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Dumpster Brew (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs - Encore (Remastered),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs - Encore (Remastered) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)329,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)329 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity308,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity308 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Island of Dreams (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Island of Dreams (1) (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1 copy,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1 copy,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in-this--aLLey-where-i-hiDe_1_1 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night152,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night152 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)308,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)308 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)306,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)306 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)301,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)301 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow239,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow239 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Junkyard Moon Symphony,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Junkyard Moon Symphony (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-103,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-103 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)331,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)331 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity343,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity343 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow238,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow238 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)309,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)309 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity254,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity254 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)256,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)256 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)244,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)244 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night247,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night247 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/imperfection313,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/imperfection313 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304-acoustic-FOLK-rock,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304-acoustic-FOLK-rock (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Folk Song of a Dark Traveler234,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Folk Song of a Dark Traveler234 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Echoes of Moonlight Where I Hide,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Echoes of Moonlight Where I Hide (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)318 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)318 (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)244,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)244 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Folk Song of a Dark Traveler202,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Folk Song of a Dark Traveler202 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered x2) (3),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered x2) (3) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered)214,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered)214 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs324,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs324 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Folk Song of a Dark Traveler259,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Folk Song of a Dark Traveler259 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/witched Road (Remix)254,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/witched Road (Remix)254 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/The Raccoons Revelry,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/The Raccoons Revelry (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)143,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)143 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)242,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)242 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Powerful233,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Powerful233 (100.0% similar),0.0078125,100.0%
"ai-sites/disco/mp3/Stacie, the Wind Don’t Ask Why332",MERGE_REMOVE,"Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Stacie, the Wind Don’t Ask Why332 (100.0% similar)",0.0078125,100.0%
ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)425,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)425 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/imperfection323,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/imperfection323 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered) (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered) (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Dusty_Rhymes_and_Whispers,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Dusty_Rhymes_and_Whispers (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Sammys Serenade,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Sammys Serenade (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og (2),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og (2) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow (Remix)239,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow (Remix)239 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)249 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)249 (1) (100.0% similar),0.0078125,100.0%
"ai-sites/disco/mp3/Stacie, the Wind Don’t Ask Why319",MERGE_REMOVE,"Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Stacie, the Wind Don’t Ask Why319 (100.0% similar)",0.0078125,100.0%
ai-sites/disco/mp3/Dont Wanna See You No More,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Dont Wanna See You No More (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)234,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)234 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)258,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)258 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)257,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)257 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes RiSe,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes RiSe (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)259*,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)259* (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)235,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)235 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)259,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)259 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree341,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree341 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)158,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)158 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity249,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity249 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)229,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)229 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)322,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)322 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night319,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night319 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)218,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)218 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)227,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)227 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night317,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night317 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)314,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)314 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/🎵 Petals in the Dark302,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/🎵 Petals in the Dark302 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Bite-in-the-night-acapella,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Bite-in-the-night-acapella (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)341,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)341 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-142,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-142 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)324,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)324 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)228,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)228 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-127,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-127 (100.0% similar),0.0078125,100.0%
ai-sites/Steven Chaplinski - Comprehensive Digital Ecosystem Analysis,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/Steven Chaplinski - Comprehensive Digital Ecosystem Analysis (100.0% similar),0.0078125,100.0%
ai-sites/content-management/retention-hub/lyrics-to-images,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/content-management/retention-hub/lyrics-to-images (100.0% similar),0.0078125,100.0%
ai-sites/ai-video-pipeline/core/video_generator,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/ai-video-pipeline/core/video_generator (100.0% similar),0.0078125,100.0%
ai-sites/automation/scheduler,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/automation/scheduler (100.0% similar),0.0078125,100.0%
ai-sites/automation/atomizer,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/automation/atomizer (100.0% similar),0.0078125,100.0%
ai-sites/monetization/print-on-demand,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/monetization/print-on-demand (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/refs/remotes/upstream,MERGE_REMOVE,Similar to CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/logs/refs/remotes/upstream (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_With Each Step/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_And So the Tape/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_In the Ethereal 2/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_The Journey Was/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_Elion His Voice/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_He Descended Hi/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_One Twilight As/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_In the Heart Of/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_Elion Born to a 2/files,MERGE_REMOVE,Similar to CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/Elions_Divine_Quest/Elions Divine Quest Unveiling Secrets_As He Embraced T/files (100.0% similar),0.0078125,100.0%
ai-sites/passive-income-empire/marketing/keywords,REMOVE,Duplicate of ai-sites/marketing/keywords,0.00390625,100.0%
BUSINESS/passive-income/passive-income-empire/marketing/keywords,REMOVE,Duplicate of ai-sites/marketing/keywords,0.00390625,100.0%
